store_id,product_id,recent_days,recent_mean_adjusted_demand,recent_total_adjusted_demand,recent_mean_observed_sales,recent_stockout_days,recent_full_stockout_days,recent_mean_stockout_hours,recent_max_stockout_hours,recent_estimated_censored_demand,recent_stockout_day_rate,recent_full_stockout_rate,censored_demand_rate,forecast_mae,mean_forecast_bias,mean_underforecast,p90_underforecast,p95_underforecast,max_underforecast,daily_censored_demand,demand_exposed_to_stockout,demand_percentile,stockout_burden_percentile,uncertainty_percentile,operational_risk_score,operational_rank,action_segment,high_demand,high_stockout_burden,high_uncertainty
147,300,42,7.944210229538343,333.6568296406104,6.669047619047619,20,5,3.619047619047619,16,62.6104919427427,0.47619047619047616,0.11904761904761904,0.1876493641990842,1.73905618,0.17564254571428564,0.9573493628571429,2.4831913800000005,3.6129048099999985,3.8315860000000006,1.490725998636731,3.7829572521611157,0.99552,0.99838,0.99532,0.9967670000000001,14,CRITICAL,True,True,True
758,300,42,7.739300011487184,325.05060048246173,6.29,20,4,3.9047619047619047,16,64.79653409628307,0.47619047619047616,0.09523809523809523,0.19934291461116435,1.5616943542857142,0.3494312685714284,0.9555628114285715,2.51439738,3.325492699999998,4.02214,1.542774621340073,3.6853809578510397,0.9953,0.99846,0.99526,0.996714,15,CRITICAL,True,True,True
76,267,42,22.147059868411656,930.1765144732896,21.297619047619047,8,0,0.9523809523809523,15,40.67750481711103,0.19047619047619047,0.0,0.043730952334508875,2.0576795714285714,0.21546688571428593,1.1365732285714285,2.9546092000000006,3.2042671999999994,4.044059000000001,0.9685120194550245,4.2184875939831725,0.99936,0.99418,0.9971,0.9965769999999999,16,CRITICAL,True,True,True
311,300,42,8.079524508570536,339.3400293599625,6.950714285714286,13,2,2.7142857142857144,16,49.81293027603447,0.30952380952380953,0.047619047619047616,0.14679355798367746,1.82408756,0.65380268,1.2389451200000001,2.756957200000001,3.6503772199999984,3.9730419999999995,1.186022149429392,2.5008052050337373,0.99562,0.99692,0.99748,0.9965769999999999,17,CRITICAL,True,True,True
151,300,42,9.183610769561778,385.71165232159467,8.106666666666667,16,2,3.4761904761904763,16,49.12130933887892,0.38095238095238093,0.047619047619047616,0.12735241220538254,2.1079484542857143,0.1615248257142856,1.13473664,2.8434790000000008,4.555854299999999,10.527421399999998,1.169554984259022,3.4985183884044866,0.99598,0.9967,0.99708,0.996524,18,CRITICAL,True,True,True
528,267,42,19.971578439212216,838.8062944469131,19.02857142857143,23,0,1.2142857142857142,7,47.21848428680342,0.5476190476190477,0.0,0.05629247729708329,2.3405986857142858,-0.6309012571428572,0.8548487142857144,2.9814224000000005,3.3709952999999975,3.6684699999999992,1.1242496258762718,10.9368167643305,0.9984,0.99626,0.99338,0.9964330000000001,19,CRITICAL,True,True,True
216,300,42,8.00778124034176,336.3268120943539,6.046666666666667,20,6,5.0,16,85.17901183781078,0.47619047619047616,0.14285714285714285,0.2532626266320821,2.1005134285714284,-0.51406648,0.7932234742857143,1.9566240600000007,2.3892224599999987,3.764583,2.028071710424066,3.8132291620675045,0.99558,0.99906,0.99168,0.9963660000000001,20,CRITICAL,True,True,True
10,267,42,19.068722176182046,800.886331399646,18.521428571428572,32,0,2.0476190476190474,6,41.46318363735378,0.7619047619047619,0.0,0.051771621030030364,1.9881621142857142,0.7681094285714283,1.3781357714285711,4.543033200000002,6.765074899999995,8.527490999999998,0.9872186580322329,14.528550229472033,0.99764,0.99454,0.99802,0.996321,21,CRITICAL,True,True,True
645,589,42,18.89468799347758,793.5768957260583,17.347619047619048,29,0,2.5238095238095237,9,70.06120479437641,0.6904761904761905,0.0,0.08828533841106363,1.3686286857142858,0.08653822857142852,0.7275834571428571,2.412978000000002,2.9154216999999982,3.4051420000000014,1.6681239236756287,13.046332185972613,0.9975,0.9987,0.98888,0.996316,22,CRITICAL,True,True,True
182,117,42,7.408574015718283,311.1601086601679,6.264285714285715,20,2,3.2857142857142856,16,50.64142949845717,0.47619047619047616,0.047619047619047616,0.16275039148339215,1.5443790285714287,0.68742904,1.1159040342857143,2.5344185000000006,3.1961093899999997,3.3572896000000005,1.2057483213918374,3.5278923884372775,0.995,0.99702,0.99694,0.9962970000000001,23,CRITICAL,True,True,True
92,589,42,14.502315551363413,609.0972531572634,8.161904761904761,30,1,2.4761904761904763,16,266.2972531572633,0.7142857142857143,0.023809523809523808,0.4371998917691848,1.9794284428571427,-0.5655148028571428,0.70695682,2.553215560000001,3.3480646799999993,4.482283400000001,6.34041078945865,10.358796822402438,0.99648,0.99988,0.98788,0.9962899999999999,24,CRITICAL,True,True,True
663,267,42,19.97010442779114,838.7443859672278,18.878571428571426,22,0,1.1666666666666667,6,51.53950063964926,0.5238095238095238,0.0,0.06144840013470214,2.1730787,-0.6380425285714283,0.7675180857142858,2.6353644000000016,3.2523825000000004,4.062823999999999,1.2271309676106967,10.460530890747739,0.99838,0.99714,0.99062,0.99627,25,CRITICAL,True,True,True
557,70,42,7.015725440404186,294.6604684969758,5.75,26,0,4.523809523809524,13,55.399072451614025,0.6190476190476191,0.0,0.18800985668080075,1.3207378942857144,0.8306283114285714,1.0756831028571427,2.4949450400000006,3.107853039999999,3.815428,1.3190255345622386,4.34306812977402,0.99414,0.99768,0.99676,0.996257,26,CRITICAL,True,True,True
69,267,42,20.152404926981195,846.4010069332102,18.85238095238095,13,1,1.4523809523809523,16,69.98097163296094,0.30952380952380953,0.023809523809523808,0.08268063371820063,3.1080961714285715,-1.7334858857142856,0.687305142857143,2.821464600000001,3.0031826,6.222593,1.6662136103085938,6.237649144065608,0.9985,0.99868,0.98664,0.9962089999999999,27,CRITICAL,True,True,True
843,70,42,7.919519630685916,332.6198244888085,7.2214285714285715,29,0,3.642857142857143,12,46.22077582675425,0.6904761904761905,0.0,0.13895977456481828,1.8545627657142858,0.52376452,1.1891636428571428,2.834388820000001,4.43605341,5.636820499999999,1.1004946625417678,5.468239744997418,0.9955,0.99606,0.9973,0.9961119999999999,28,CRITICAL,True,True,True
194,300,42,8.305260217579095,348.82092913832196,7.109047619047619,21,4,4.261904761904762,16,63.70175715899885,0.5,0.09523809523809523,0.182620226705888,1.7435045171428571,-0.1702603171428572,0.7866221,2.917714320000001,3.5719446999999973,4.7707977,1.516708503785687,4.152630108789547,0.99572,0.99844,0.9914,0.9960800000000001,29,CRITICAL,True,True,True
643,589,42,19.198355944347803,806.3309496626077,18.071428571428573,28,0,2.5238095238095237,9,51.988527144382296,0.6666666666666666,0.0,0.0644754206273935,2.983429628571429,-1.4573326857142859,0.7630484714285716,1.8442100000000003,3.2759857499999927,7.121126000000002,1.2378220748662452,12.798903962898535,0.99778,0.99726,0.99042,0.996074,30,CRITICAL,True,True,True
134,300,42,8.646672308195951,363.16023694422995,7.920476190476191,21,3,3.357142857142857,16,46.08713479024688,0.5,0.07142857142857142,0.1269057845595701,1.8347313914285714,0.2749164085714286,1.0548239000000001,2.4384387200000006,2.8949568999999977,4.7942388,1.097312733101116,4.323336154097976,0.99586,0.99602,0.99648,0.9960559999999999,31,CRITICAL,True,True,True
554,300,42,9.917659552093292,416.54170118791825,9.468571428571428,16,1,3.1666666666666665,16,41.63143863119973,0.38095238095238093,0.023809523809523808,0.09994542806271912,2.234477431428571,0.7361249914285715,1.4853012114285715,3.9461186,4.3610736999999995,6.570825699999999,0.9912247293142793,3.7781560198450634,0.99622,0.99464,0.99822,0.995909,32,CRITICAL,True,True,True
609,267,42,20.87008143880629,876.5434204298642,20.228571428571428,19,1,1.1666666666666667,16,51.70128907500615,0.4523809523809524,0.023809523809523808,0.05898314660744519,2.151241,-0.7491724857142857,0.7010342571428572,2.7817288000000007,3.5629208999999973,3.9864040000000003,1.2309830732144322,9.441227317555228,0.999,0.9972,0.98746,0.9958819999999999,33,CRITICAL,True,True,True
521,300,42,8.86131449609266,372.17520883589174,8.000214285714286,17,2,2.7142857142857144,16,44.25414773334815,0.40476190476190477,0.047619047619047616,0.11890675865211035,1.7385257228571427,0.4081122714285714,1.073318997142857,2.684321840000001,3.1135739999999994,4.0111040000000004,1.0536701841273368,3.5867225341327433,0.99592,0.9954,0.9967,0.9958420000000001,34,CRITICAL,True,True,True
411,300,42,8.361766119534687,351.1941770204569,7.080952380952381,22,2,4.380952380952381,16,59.50145421578863,0.5238095238095238,0.047619047619047616,0.16942608422668323,1.6472051742857143,-0.10365877428571424,0.7717732,2.220774380000001,3.000638749999994,5.730801,1.4167012908521102,4.379972729280074,0.99576,0.9981,0.9908,0.995821,35,CRITICAL,True,True,True
706,589,42,15.296626044016014,642.4582938486726,9.366666666666665,24,0,2.261904761904762,9,249.0582938486726,0.5714285714285714,0.0,0.38766453205340184,1.2565226714285713,0.06713487714285704,0.6618287742857143,1.5575330000000005,2.9102104999999945,4.1792494,5.9299593773493475,8.740929168009151,0.99664,0.99982,0.98476,0.995695,36,CRITICAL,True,True,True
74,300,42,6.269431735349171,263.3161328846652,4.771190476190476,24,10,6.166666666666667,16,72.04980239175018,0.5714285714285714,0.23809523809523808,0.27362471718855386,2.001762,-0.16042282285714282,0.9206695885714287,1.9541378000000005,3.360962199999989,6.2148542,1.7154714855178614,3.582532420199526,0.9923,0.99876,0.99472,0.995691,37,CRITICAL,True,True,True
843,215,42,7.567301625939507,317.8266682894593,6.485714285714285,19,0,1.7619047619047619,8,49.476009874868225,0.4523809523809524,0.0,0.1556697873754513,1.202645322857143,0.5818465114285715,0.8922459171428572,2.016974,2.2233261,4.612352,1.1780002351159102,3.423303116496444,0.9951,0.99676,0.99424,0.995675,38,CRITICAL,True,True,True
173,300,42,7.3231445830876005,307.5720724896792,6.290238095238095,17,2,3.3095238095238093,16,49.806988385077354,0.40476190476190477,0.047619047619047616,0.1619359910732749,1.4913404342857142,0.2703245314285713,0.8808324828571428,1.8477290000000002,4.857827599999999,5.694222000000001,1.185880675835175,2.9641299502973624,0.9948,0.9969,0.99406,0.9955970000000001,39,CRITICAL,True,True,True
305,300,42,8.361156302934582,351.1685647232524,7.3602380952380955,15,3,3.3333333333333335,16,49.031352502845245,0.35714285714285715,0.07142857142857142,0.13962341003240333,1.835372102857143,-0.16729824571428556,0.8340369285714286,2.289572800000001,2.54206918,3.638021300000001,1.1674131548296487,2.9861272510480648,0.99574,0.99668,0.99286,0.995587,40,CRITICAL,True,True,True
812,70,42,7.252705385987416,304.61362621147146,6.457142857142857,25,0,3.5,14,44.194137469942234,0.5952380952380952,0.0,0.14508260191637457,1.3973017314285714,1.09401396,1.2456578457142857,3.169213260000001,3.77961848,4.4760427,1.052241368331958,4.317086539278224,0.9947,0.99538,0.99752,0.99557,41,CRITICAL,True,True,True
704,300,42,7.59474599670953,318.97933186180023,6.403309523809524,18,5,3.8095238095238093,16,61.12198243156634,0.42857142857142855,0.11904761904761904,0.19161737556729166,1.7498867457142857,-0.2407182828571429,0.7545842314285713,2.34450822,2.927977279999999,3.5683042999999994,1.4552852959896747,3.254891141446941,0.99514,0.99826,0.98998,0.995512,42,CRITICAL,True,True,True
149,300,42,7.043071756025367,295.8090137530654,5.833333333333333,19,3,3.357142857142857,16,56.63700530547408,0.4523809523809524,0.07142857142857142,0.19146477176910284,1.43734718,0.15050723142857145,0.7939272057142858,2.866551600000003,3.63752445,4.106077399999999,1.3485001263208114,3.1861515086781425,0.99426,0.9978,0.9917,0.995341,43,CRITICAL,True,True,True
822,300,42,7.963511496216607,334.4674828410975,6.909285714285714,24,3,3.619047619047619,16,55.84112227576912,0.5714285714285714,0.07142857142857142,0.16695530997941208,1.416457237142857,0.07100227714285712,0.743729757142857,2.671803200000002,3.5534383999999988,4.026753,1.3295505303754553,4.550577997838061,0.99554,0.99776,0.98944,0.9953190000000001,44,CRITICAL,True,True,True
671,70,42,7.318827424433742,307.3907518262172,6.333333333333333,28,0,3.8095238095238093,13,49.03123032197626,0.6666666666666666,0.0,0.1595078252376831,1.0864416085714286,0.6017601685714286,0.8441008885714285,2.2272627600000003,2.45165547,2.832902,1.1674102457613396,4.8792182829558275,0.99478,0.99666,0.99312,0.995294,45,CRITICAL,True,True,True
211,70,42,7.037388926986635,295.5703349334387,6.05,23,0,3.238095238095238,12,46.27270365461782,0.5476190476190477,0.0,0.15655395073743872,1.40843774,0.48647644285714275,0.9474570914285715,2.5268943800000003,2.9197299499999994,4.7991568,1.1017310393956623,3.853808221921253,0.99424,0.99608,0.99506,0.9952319999999999,46,CRITICAL,True,True,True
815,300,42,6.1423727786365365,257.97965670273453,4.785690476190476,24,8,5.0,16,62.307998877240514,0.5714285714285714,0.19047619047619047,0.24152291569655407,1.5176134142857143,0.2043179457142856,0.86096568,2.618328800000001,3.476212469999999,3.6729129999999994,1.483523782791441,3.5099273020780206,0.99188,0.99832,0.99354,0.9951099999999999,47,CRITICAL,True,True,True
441,300,42,8.675724383820981,364.3804241204812,7.770714285714286,17,2,3.380952380952381,16,43.91681473317128,0.40476190476190477,0.047619047619047616,0.12052462708219014,1.5001084571428571,0.16442283428571433,0.8322656457142857,2.4130540799999998,2.7143935899999976,4.033726,1.0456384460278876,3.511602726784683,0.99588,0.99532,0.9928,0.995012,48,CRITICAL,True,True,True
621,300,42,6.7077939716197,281.7273468080274,5.31047619047619,22,5,4.642857142857143,16,65.21633860209714,0.5238095238095238,0.11904761904761904,0.23148742690760646,1.5978518428571427,-0.10035677428571434,0.7487475342857142,1.980095000000001,2.617763599999999,4.238279,1.5527699667165986,3.51360636608651,0.99352,0.9985,0.9897,0.994997,49,CRITICAL,True,True,True
382,300,42,8.460287391207785,355.332070430727,7.188571428571429,21,2,3.7142857142857144,16,60.98530690571894,0.5,0.047619047619047616,0.17162905344230164,1.4913110685714284,-0.13210225142857143,0.6796044085714286,1.7248805999999997,2.2371145599999958,4.4315169999999995,1.452031116802832,4.230143695603893,0.9958,0.99824,0.98612,0.9949620000000001,50,CRITICAL,True,True,True
154,70,42,7.38732368038142,310.26759457601963,6.576190476190476,25,0,2.8333333333333335,11,40.149376171576094,0.5952380952380952,0.0,0.1294024154421933,1.5243601485714287,0.6234158000000001,1.0738879742857144,2.8734652200000017,3.5953378999999988,5.059718000000001,0.9559375278946689,4.397216476417512,0.99498,0.99398,0.99672,0.9948779999999999,51,CRITICAL,True,True,True
3,834,42,5.80712831222353,243.89938911338825,4.859523809523809,26,8,5.476190476190476,16,53.23542235903828,0.6190476190476191,0.19047619047619047,0.21826796103326548,2.0834355114285716,0.003730145714285728,1.0435828285714286,3.105786400000001,4.1971658,4.406591000000001,1.267510056167578,3.594888955185995,0.99056,0.99748,0.99634,0.9948300000000001,52,CRITICAL,True,True,True
45,309,42,5.3728817526159,225.6610336098678,4.119047619047619,32,7,5.166666666666667,16,75.2977039732636,0.7619047619047619,0.16666666666666666,0.33367614589340844,2.6531426142857146,-0.4725058371428571,1.0903183885714287,4.21072764,4.757431339999998,6.1972345,1.7928024755538952,4.093624192469257,0.98836,0.99888,0.99686,0.9947940000000001,53,CRITICAL,True,True,True
648,300,42,6.589109225435428,276.742587468288,5.155238095238095,19,5,4.166666666666667,16,62.40817131775537,0.4523809523809524,0.11904761904761904,0.2255098208363277,1.7543061971428568,-0.2621896428571429,0.7460582771428571,2.1967077600000002,2.637860919999999,3.3794370000000002,1.4859088408989374,2.9807875067445986,0.9931,0.99836,0.98956,0.994759,54,CRITICAL,True,True,True
812,215,42,6.622300920945504,278.13663867971115,5.447619047619048,33,0,3.380952380952381,10,58.23306498245206,0.7857142857142857,0.0,0.20936855086362957,0.8524385828571428,0.6655734228571428,0.7590060028571429,1.7757532600000001,2.819429789999997,3.8141002999999998,1.3865015472012396,5.203236437885753,0.99324,0.9979,0.99018,0.994725,55,CRITICAL,True,True,True
864,267,42,19.37107568928148,813.5851789498222,18.702380952380953,27,0,1.7380952380952381,9,44.53870313524666,0.6428571428571429,0.0,0.05474374937942863,2.3352836142857143,-0.934980357142857,0.7001516285714287,2.4845767999999993,3.690183599999994,7.373628000000002,1.060445312743968,12.452834371680952,0.99786,0.9955,0.98742,0.99471,56,CRITICAL,True,True,True
146,300,42,6.714894483838715,282.02556832122605,5.634761904761905,16,4,3.5238095238095237,16,48.86667030739207,0.38095238095238093,0.09523809523809523,0.17327035487694903,1.4705248542857143,0.15616460857142858,0.8133447314285714,1.9661815600000005,3.1687243099999987,3.84269,1.1634921501760016,2.5580550414623673,0.99356,0.99662,0.99236,0.9946969999999999,57,CRITICAL,True,True,True
351,267,42,19.258886854003716,808.8732478681561,17.571428571428573,21,0,1.619047619047619,14,78.81889456265502,0.5,0.0,0.09744282527625671,2.3658364,-1.1475109714285712,0.6091627142857144,2.081473400000001,2.8941251999999995,3.215847,1.8766403467298813,9.629443427001858,0.99782,0.99896,0.9796,0.994689,58,CRITICAL,True,True,True
445,267,42,20.369707111415693,855.5276986794591,20.638095238095236,29,0,2.2857142857142856,12,38.59151882459576,0.6904761904761905,0.0,0.04510843878481468,3.1342806857142853,-1.5781618857142854,0.7780594,2.856642399999999,3.233121899999997,5.059144,0.918845686299899,14.064797767406073,0.99866,0.99318,0.99106,0.9946740000000001,59,CRITICAL,True,True,True
438,300,42,6.194379935916773,260.16395730850445,4.37047619047619,26,10,6.809523809523809,16,80.29329671231193,0.6190476190476191,0.23809523809523808,0.30862575101861445,1.4208798657142856,0.06223198571428573,0.7415559257142856,2.1694661,2.569283119999999,3.9971213999999993,1.9117451598169506,3.8346161508056213,0.99204,0.999,0.98938,0.9946400000000001,60,CRITICAL,True,True,True
66,589,42,19.021605758253138,798.9074418466317,19.31904761904762,33,0,3.142857142857143,10,35.91581026232102,0.7857142857142857,0.0,0.04495615935095503,2.156539971428572,-0.08956088571428578,1.033489542857143,3.129495600000001,3.994582799999998,5.459682000000001,0.8551383395790718,14.945547381484609,0.99758,0.9915,0.99628,0.994584,61,CRITICAL,True,True,True
343,70,42,6.35455873138498,266.89146671816917,5.545238095238095,31,0,3.8333333333333335,12,47.070784580994975,0.7380952380952381,0.0,0.17636676496180587,1.3344594371428573,0.4314949971428571,0.882977217142857,2.4298725,3.029717799999995,4.3628290000000005,1.120732966214166,4.690269539831771,0.99262,0.99622,0.99408,0.994532,62,CRITICAL,True,True,True
357,215,42,6.411047156806784,269.26398058588495,5.636880952380952,22,1,3.1904761904761907,16,43.98175659818491,0.5238095238095238,0.023809523809523808,0.16334066109579928,1.3510158885714285,0.6128202428571429,0.9819180657142857,2.2816250000000005,2.8296835199999992,3.7617698999999996,1.0471846809091645,3.3581675583273634,0.99278,0.99534,0.99566,0.994508,63,CRITICAL,True,True,True
817,309,42,5.880640996865973,246.98692186837087,5.242857142857143,22,2,3.380952380952381,16,45.20337421426487,0.5238095238095238,0.047619047619047616,0.18301930269148234,2.5744577542857146,0.0971516685714285,1.3358047114285714,3.32220776,3.73775632,6.2120894,1.0762708146253541,3.080335760263129,0.99088,0.99576,0.99784,0.9944679999999999,64,CRITICAL,True,True,True
306,267,42,19.422677146188153,815.7524401399024,20.70952380952381,36,1,2.738095238095238,16,33.80736885831518,0.8571428571428571,0.023809523809523808,0.04144317221106587,2.4026669714285713,0.8959042285714286,1.6492856,4.118710399999999,4.806930199999997,6.120126000000003,0.804937353769409,16.64800898244699,0.99792,0.98996,0.9985,0.994454,65,CRITICAL,True,True,True
29,300,42,7.425761060944663,311.88196455967585,6.7630952380952385,22,2,3.261904761904762,16,37.71134041686602,0.5238095238095238,0.047619047619047616,0.12091542539212873,1.2609790485714285,1.0376109171428571,1.1492949828571428,2.540214700000001,2.920449709999998,4.912216399999999,0.8978890575444292,3.8896843652567283,0.99504,0.99278,0.99714,0.9944430000000001,66,CRITICAL,True,True,True
722,70,42,6.370712532447923,267.5699263628128,5.4452380952380945,30,0,3.6904761904761907,14,44.509039786174604,0.7142857142857143,0.0,0.16634544992108846,1.1039082542857142,0.7869389685714284,0.9454236114285712,1.9720748200000005,2.4263821699999997,2.6278229999999994,1.0597390425279667,4.550508951748517,0.99266,0.99548,0.995,0.994397,67,CRITICAL,True,True,True
290,267,42,19.55606173635461,821.3545929268937,20.395238095238096,32,0,2.3333333333333335,13,33.59916509693254,0.7619047619047619,0.0,0.040907015540269945,2.2379261999999995,1.1684485999999996,1.7031873999999996,3.428235999999999,3.6727577,4.754958000000002,0.7999801213555366,14.899856561032083,0.998,0.98964,0.99854,0.994346,68,CRITICAL,True,True,True
46,70,42,7.086203988065041,297.6205674987317,6.164285714285714,20,0,2.8333333333333335,11,39.99252529555444,0.47619047619047616,0.0,0.13437419877147724,1.5613267371428572,0.33650208571428575,0.9489144114285714,2.275788200000001,2.881625399999999,3.1618977999999993,0.9522029832274865,3.374382851459543,0.99442,0.99388,0.9951,0.994313,69,CRITICAL,True,True,True
830,267,42,19.76712783937598,830.2193692537912,21.583333333333332,35,1,3.4523809523809526,16,33.69961692817571,0.8333333333333334,0.023809523809523808,0.04059121983442188,2.4179364,0.14373754285714269,1.2808369714285714,2.928243999999999,3.825630899999997,5.47269,0.8023718316232311,16.47260653281332,0.99822,0.9898,0.9976,0.994307,70,CRITICAL,True,True,True
212,300,42,10.076431921517203,423.2101407037225,9.291904761904762,13,2,2.5476190476190474,16,36.89994185286778,0.30952380952380953,0.047619047619047616,0.08719058997856194,1.8262543028571427,0.07746333142857131,0.9518588171428569,2.606305,3.0618150999999973,4.541410599999999,0.8785700441158995,3.1188955947553247,0.99626,0.99228,0.99516,0.994249,71,CRITICAL,True,True,True
435,300,42,6.090750467525487,255.81151963607044,5.0702380952380945,17,3,3.738095238095238,16,50.35840937784505,0.40476190476190477,0.07142857142857142,0.19685747322672295,1.433645422857143,0.1706294114285715,0.8021374171428572,1.7138509000000006,3.012597219999996,4.7560576,1.1990097470915488,2.465303760665078,0.99176,0.99698,0.99208,0.9941730000000001,72,CRITICAL,True,True,True
45,186,42,5.850798798447721,245.7335495348043,4.688095238095238,15,4,3.261904761904762,16,49.12969593900071,0.35714285714285715,0.09523809523809523,0.1999307625353056,1.5519559342857143,0.23952934000000004,0.8957426371428572,2.3628737200000005,2.64992,5.07252,1.1697546652143027,2.089570999445615,0.99074,0.99672,0.99436,0.994155,73,CRITICAL,True,True,True
567,300,42,7.30996985623551,307.0187339618914,6.060952380952381,21,4,4.476190476190476,16,54.77164014383848,0.5,0.09523809523809523,0.17839836493703015,1.3760293799999999,-0.0445139228571429,0.6657577285714286,1.4777344400000003,2.343674699999994,4.475353,1.3040866700913925,3.654984928117755,0.99476,0.99762,0.98524,0.9941429999999999,74,CRITICAL,True,True,True
