final_holdout_wape,best_baseline,best_baseline_wape,wape_improvement_pct,mae_improvement_pct,horizon_wins,reconstruction_decision,minimum_top1_overlap_pct,minimum_top5_overlap_pct,minimum_reconstruction_rank_corr,p99_gap_change_pct,critical_series,high_priority_series,monitor_series,standard_series,top1_censored_demand_share_pct,top5_censored_demand_share_pct,senior_gate
0.339086349326286,Moving_Average_7,0.3611881988535296,6.119205886958232,6.11920588695823,7,"PASS WITH CAUTION - the reconstruction is directionally robust, but ranking or magnitude sensitivity remains.",66.39839034205231,86.86219365206911,0.9466483624023264,-10.013696658267175,500,2000,5000,42500,10.612330507982117,30.742450355212895,PASS
